SKU,NombreProducto,Ventas_Proyectadas_Regular,Ventas_Proyectadas_Cyber,Elasticidad_IA
154863,TODODIA RF COND MASCARA NUTRICAO 250ML,4.3,7.8,-2.14
73214,EKOS FLUIDO MASSAG CRP ANDIR NV 100G LTM,5.6,10.1,-2.18
164513,HUMOR DES HID PROPRIO GEL 100G,3.0,9.3,-5.68
168987,ILIA DES HID FLOR DE LARANJEIRA 40G,5.9,8.4,-1.19
110258,EKOS FRESCOR EDT ACAI 75ML LTM,2.0,2.8,-1.14
163707,EKOS DES HID CRP CACAU 400ML LTM,4.1,7.8,-2.43
156125,KAIAK DES HID CLAS POS SOL 390ML,1.7,1.9,-0.29
140444,LUNA SAB BARRA VIVA 2X90G,4.3,10.5,-3.96
124395,EKOS SAB BARRA MONOPACK ACAI 4X100G,4.8,9.2,-2.49
123133,TODODIA DEO ROLL ON PREB MACADAMIA 70ML,2.0,3.0,-1.44
156234,TODODIA RF CRM COND REPARADOR 180ML,3.0,5.5,-2.21
174190,EKOS HID MAOS TUKUMA 40G,3.1,4.0,-0.83
72195,TODODIA MACADAMIA SPRAY PERF 200ML,2.9,4.0,-1.0
168017,UNA ARTISAN EDP FEM COL 50ML,2.2,1.9,0.42
156244,NATURE RF COL CATAVENTO MOLINO 100ML,1.6,1.6,-0.0
89185,HOMEM EAU PARFUM ESSENCE 25ML LTM,2.0,3.0,-1.41
115664,HUMOR GEL POS BARBA PAZ E HUMOR 75G,2.7,3.5,-0.87
156236,TODODIA RF CRM COND PENTEAR NUTRIT 180ML,2.0,3.0,-1.3
102417,NATURE SAB LIQ TERMO 250ML,2.8,5.6,-2.71
102404,NATURE CRM PENTEAR TERMO 250ML,6.5,10.1,-1.52
104099,FACES BASE LIQUIDA MATTE 43N,1.0,1.0,-0.0
155601,TODODIA SH REPARACAO 300ML,4.7,8.4,-2.16
156237,TODODIA CRM COND PENTEAR NUTRITIVO 180ML,2.5,4.3,-1.87
164516,LUMINA SH FORCA 300ML AVN,2.5,4.2,-1.83
108133,UNA BASE MATTE 24F BF 30ML,1.4,1.2,0.28
102416,NATURE SAB BARRA FOLHINHA 3X90G,2.8,4.9,-2.07
128757,COLONIA CORRE CORRE NATURE 100ML,2.6,5.2,-2.82
154870,TODODIA COND NUTRICAO 280ML,3.0,5.4,-2.09
83322,ILIA SECRETO EDP 50 ML ARG,12.3,14.3,-0.45
152277,HOMEM GEL BARBA 75G,2.1,3.0,-1.19
154871,TODODIA COND MASCARA HIDRATACAO 250ML,10.5,16.4,-1.53
154875,TODODIA COND MASCARA REPARACAO 250ML,10.6,19.2,-2.23
154872,TODODIA COND MASCARA NUTRICAO 250ML,8.8,13.2,-1.35
167331,UNA BATOM LIQ MATTE INTRANS NUDE 2C 8ML,1.2,2.0,-1.98
152331,HOMEM OLEO PARA BARBA 30ML,2.6,4.4,-1.87
108126,UNA BASE MATTE 12F BF 30ML,1.0,1.1,-0.27
121958,TODODIA HID DES NUVEM CAMOMIL 200ML,3.3,4.7,-1.14
154869,TODODIA SH NUTRICAO 300ML,3.0,5.1,-1.84
148001,TODODIA DES CRM CEREJA E AVELA 80G,3.6,5.2,-1.24
130321,EKOS CJ PITANGA JL MANOS PULPA MANOS CH,4.8,8.1,-1.85
132669,EKOS HIDRA DES CORP MARACUJA 400ML LTM,5.9,9.0,-1.38
154876,TODODIA COND REPARACAO 280ML,4.5,7.1,-1.52
168015,HOMEM EAU PARFUM NOS 100ML LTM,2.4,3.0,-0.75
174172,TODODIA SAB BAR ROMA F DE AMORA 90G,6.5,10.6,-1.75
90130,URBANO NOX EDT 100ML COL NV,31.1,34.4,-0.29
167330,UNA GLOSS NUDE 2C INTENSO 8ML,1.1,1.5,-1.08
108130,UNA BASE MATTE 20N BF 30ML,1.0,1.1,-0.22
146473,NATURE RF COL CORRE C PILLA PILLA100ML,1.5,2.3,-1.5
124394,EKOS SAB BARRA MONOPACK UCUUBA 4X100G,8.5,16.6,-2.59
174191,SEVE OLEO DES AMENDOAS E FRESIA 200ML,31.1,35.8,-0.41
127762,UNA BASE POWDER 40Q,1.0,1.4,-1.12
189571,TODODIA DES HID CORP POT CERNG 250G TER,9.5,13.0,-1.0
125265,TODODIA DES HID CORP CIR Y FLOR C 400ML,2.4,4.4,-2.32
110194,UNA BASE SERUM NUDE ME 31N SCH,1.2,1.0,0.32
106496,NATURE HID CORPORAL 125ML,2.8,3.6,-0.81
102411,NATURE COL PIQUEPEGA BAILABAILA 100ML,2.0,3.2,-1.6
189413,TODODIA DES ROLLON AXL SEM PERFUME 70ML,32.3,40.7,-0.71
132681,EKOS FRESCOR EDT MARAC NOTURNO 150ML LTM,3.3,4.8,-1.24
169234,CHRONOS RF SUPER SERUM RUGAS PS 30ML,2.7,3.5,-0.85
108132,UNA BASE MATTE 23F BF 30ML,1.0,1.1,-0.1
56768,HUMOR PROPRIO DES CORPORAL RF,2.1,3.5,-1.91
110198,UNA BASE SERUM NUDE ME 35Q 35C,1.3,2.6,-2.88
171367,LUMINA ESSENC PERF CAB ATH PS 30ML,9.1,13.6,-1.35
164395,EKOS SH MURUMURU 100ML,1.6,4.3,-4.71
148478,EKOS EAU DE PARFUM RAIZ 50ML,2.4,2.7,-0.39
146474,NATURE RF COL PULA PULA SALTA SALTA100ML,1.5,1.7,-0.29
139844,EKOS SAB BAR TUKUMA 2X100G LTM,10.2,15.7,-1.46
111399,FACES BATOM LIQ LON DUR OCEAN HYPE,1.0,1.1,-0.22
2829,TODODIA SAB BARRA MACADAMIA 5X90G NV,3.9,5.0,-0.81
107130,UNA CORRETIVO CUSHION NUDE ME 32N,1.4,1.0,0.83
169238,CHRONOS D RF SUPER SERUM OLHOS PS 15ML,1.4,2.1,-1.38
164509,LUMINA RF SH FORCA 300ML,3.4,7.4,-3.21
197650,PITANGA PRETA COMBO POWER 2025,3.3,3.3,0.02
197659,CHRONOS DESMAQUILLANTE COMBO POWER 2025,2.0,2.2,-0.33
172414,FACES BATOM LIQ GLOSSY ROXO LIFE BAIANA,1.1,2.0,-2.22
147460,CHRONOS MINI AGUA MICELAR PSE 55ML,1.9,2.0,-0.14
189390,KAIAK DES ROLLON CLASSICO 75ML,6.7,7.5,-0.32
70388,EKOS RF SAB LIQ MAOS MARACUJA 250ML,4.0,7.0,-2.03
95937,TODODIA HID CEREJA E AVELA MAOS 50ML,12.3,17.4,-1.13
100605,TODODIA RF HID DES CEREJA E AVELA 400ML,17.9,18.5,-0.1
21307,TODODIA OLEO DES HID COR CERE 120ML TERC,11.4,10.2,0.28
93620,ESSENCIAL FLORAL FEM EDP 100ML INT LTM,4.6,6.4,-1.02
174493,TODODIA SAB LIQ INTIM CEREJA AVELA 200ML,11.0,18.2,-1.78
147392,FACES CONJ DELINEADOR ROTINA GLAMUROSA,5.8,11.4,-2.66
159717,"UNA LAPIS OLHO KAJ PRET TAYLO 1,14G",2.4,3.2,-0.9
139960,ESSENCIAL SAB LIQ OUD ILUMIN FEM 100ML,1.4,1.7,-0.71
162315,"EKOS HID LABIAL CACAU 3,5G",5.9,7.3,-0.65
167324,UNA GLOSS NUDE 2C 8ML,1.1,1.7,-1.56
171354,TODODIA M FRAM ROSA SAB HIDRA ESF3X100ML,6.9,10.9,-1.56
127768,UNA BASE POWDER 12F,1.1,1.7,-1.56
127763,UNA BASE POWDER 29N,1.0,2.9,-5.11
134434,EKOS OLEO HID DES TRIF AMAZO 200ML LTM,5.2,11.2,-3.12
174926,TODODIA DES OLES CEREJ NEGRA BIFAS 120ML,20.5,27.5,-0.94
146906,UNA PALETTE MULTIFUNCIONAL TAYLOR,1.4,1.7,-0.62
150223,HOMEM DES ROLLON SEM PERFUME 75ML,6.9,11.0,-1.63
160201,UNA EDP BRILHO 75ML,2.2,1.7,0.59
173434,KAIAK SAB LIQ CLASS FEM RAM 200ML,2.4,4.9,-2.94
162209,EKOS EDT FRESCOR CACAU 150ML LTM,2.9,4.1,-1.16
151023,HOMEM SAB BAR CORPO BARBA 3X110G,9.5,12.9,-0.98
110182,UNA BASE SERUM NUDE ME 12F SCH,2.5,2.4,0.13
129955,KAIAK OCEANO GEL MULTIBARBA 100G,4.2,10.2,-3.84
121493,EKOS OLEO HID DES PTANGA PRETA 100ML LTM,16.2,22.0,-0.98
160265,HUMOR HID MAOS PROPRIO 40G,16.2,26.3,-1.67
19466,TODODIA PES E FLOR PERA SPRAY PERF 200ML,24.3,31.4,-0.79
124834,SABONETE BARRA FACIAL ESF BIOME 65G,1.0,1.0,-0.0
73688,HUMOR QUIMICA DE HUMOR MASC EDT LTM,21.9,26.5,-0.57
108144,UNA BASE MATTE 32Q 32C BF 30ML,1.2,1.0,0.4
148477,EKOS EAU DE PARFUM PEDRA 50ML,2.6,3.1,-0.51
156124,UNA MASCARA VOL MAG TAYLOR 8ML,1.4,1.1,0.6
95841,TODODIA SPRAY PERFUMADO CEREJA 200ML,25.9,34.6,-0.92
148479,EKOS EAU DE PARFUM ALMA 50ML,2.7,3.3,-0.55
160216,HOMEM SH ANTIQUEDA 300ML,7.2,9.7,-0.94
128643,EKOS SHAMPOO MURUMURU 100ML LTM,4.3,5.6,-0.85
150225,HOMEM DES ROLLON CLASSICO 75ML,10.7,18.7,-2.02
140924,UNA DIVERSOS PRESENTE BEAUTY BOX,2.7,3.5,-0.79
110425,KRISKA DES CORP HID DRAMA 125ML,5.1,5.7,-0.33
132765,ILIA EAU PARFUM FLOR DE LARANJ 50ML MEX,2.6,4.0,-1.44
125365,NAT HOMEM ELO SHAMPOO 200ML,9.7,15.6,-1.65
61263,CHRONOS DEMAQUILANTE BIF 150ML SXV,5.8,8.6,-1.3
169529,KAIAK EDT CLASS AVEN VIT 3X25ML LTM,2.3,3.2,-0.98
123156,ERVA DOCE DEO CORPORAL 100ML,7.2,12.6,-2.01
167327,UNA BATOM LIQ CRISTAL NUDE 2C INTEN 8ML,1.1,1.7,-1.41
168990,FACES DELINEADOR PER E COB 2UNID,2.2,3.8,-2.0
179067,ESSENCIAL SENTIR EDP MASC 100ML LTM,7.6,8.5,-0.32
178865,NATURA SOLAR GEL POS SOL 120G,2.2,4.3,-2.49
169223,CHRONOS RF SERUM ANTIOXIDANTE PS 15ML,2.0,2.1,-0.03
102418,NATURE RF SAB LIQUIDO 250ML,3.2,5.5,-1.91
110464,NATURA HOMEM CREME BARBEAR TATO 75G,4.8,8.7,-2.22
218967,BLOCK IMANTADO,1.4,1.6,-0.31
121699,TODODIA SAB BAR NOZ PECA FELIZ 2X90G,4.0,9.4,-3.66
155855,TDD SAB LIQ CRM FRAM PIM VERM 24 100ML,25.3,39.8,-1.56
148491,TODODIA HID MAOS CIRUELA F CEREZO 50ML,13.0,25.6,-2.63
107132,UNA CORRETIVO CUSHION NUDE ME 37N,1.4,1.0,0.83
172969,LUNA LIBERDADE EDT 75ML LTM,2.9,4.3,-1.26
167322,UNA BATOM LIQ CRISTAL NUDE 2C 8ML,1.1,1.9,-1.79
139270,NATURA RF DIF AMB 861 GUAICO 200ML,4.3,9.3,-3.22
171357,HOMEM POMADA MODELADORA CAPILAR 100G,2.4,3.4,-1.11
177162,LUNA LIBERDADE DES HID 300ML,4.4,8.7,-2.58
182997,FRAGRANCIA 774 ROSA,1.4,9.0,-14.21
178907,EAU PERF AURA ALBA 75 MLTERC,2.9,13.1,-9.53
102407,NATURE RF SH 2 EM 1 250ML,4.0,5.6,-1.02
104886,UNA REF BASE HD 32Q 32C,1.1,2.7,-3.97
164505,LUMINA COND MASC FORCA 250ML ES,3.4,4.7,-1.02
126266,NATURE SAB BARRA NATURES 4X90G,5.6,9.1,-1.75
160273,HOMEM SAB LIQ ESFOLIANTE 75ML,3.9,5.5,-1.08
182998,FRAGRANCIA 861 GUAIACO,1.4,9.6,-15.94
154859,TODODIA RF COND NUTRICAO 280ML,4.9,7.6,-1.48
102405,NATURE RF COND CPP CACHOS 250ML,3.5,5.4,-1.47
164517,LUMINA COND FORCA 300ML PS,2.5,3.2,-0.66
167237,CHRONOS  MINI CLEASING OIL PSE 50ML,2.2,4.1,-2.23
167329,UNA BT LIQ MATTE INTRA NUDE 2C INTEN 8ML,2.0,3.0,-1.44
151019,HOMEM MULTICORRETOR ANTISSINAIS 40G,5.9,6.3,-0.18
154864,TODODIA RF COND MASCARA REPARACAO 250ML,5.4,7.6,-1.07
212410,CHRONOS ARRUGAS NAVIDAD 2025 CH,2.2,1.3,1.14
218965,LAPIZ SEMILLA,1.3,1.2,0.13
212419,CHRONOS RUTINA ANTI +30 NAVIDAD 2025,2.1,1.1,1.28
162222,EKOS HID MAOS CACAU 75G LTM,27.7,38.4,-1.06
160242,KAIAK FEM DES HID REFRESC AVENTURA 100ML,5.3,20.7,-7.95
166110,ESSENCIAL SENTIR EDP FEM 50ML COL,3.7,6.3,-1.92
116087,FACES SABONETE LIQUIDO ROSTO GEL 50G,9.6,13.8,-1.18
122945,EKOS PIT PRETA POLPA PARA MAOS 40G LTM,40.1,41.8,-0.11
171355,ILIA HID MAOS SECRETO 40G,32.5,31.3,0.1
212389,HUMOR PAZ E HUMOR MINI NAVIDAD 2025 CH,1.6,1.1,0.82
167286,LUMINA SH ALISADOS 300ML PS,2.3,4.9,-3.0
166092,LUMINA COND MASCARA QUIM DANIF MONT,5.8,12.2,-2.98
167294,LUMINA RF SH ALISADOS 300ML,3.1,5.5,-2.01
167295,LUMINA RF COND MASC ALISADOS 250ML,2.4,4.0,-1.71
212433,NATURE MOLINO OPC 1 NAVIDAD 2025 CH,1.1,1.7,-1.64
212376,FACES DUO ROSTRO NAVIDAD 2025,4.4,2.9,0.88
212393,KAIAK URBE BARBA NAVIDAD CH,3.7,2.8,0.64
212386,EKOS CASTANA PERFU NAVIDAD 2025 CH,1.1,1.5,-1.08
212351,EKOS MARACUYA PERF NAVIDAD 2025 CHI,2.3,2.9,-0.76
164506,LUMINA RF COND MASC FORCA 250ML,2.1,4.4,-2.97
102412,NATURE COL PULACORDA SALTARCUERDA 100ML,1.8,3.0,-1.71
162220,EKOS SAB BAR CACAU 4X100G,5.7,7.5,-0.84
169235,CHRONOS RF SERUM MULTICLAREADOR PS 30ML,2.1,2.2,-0.16
212374,EKOS CASTANA CUERPO NAVIDAD 2025,5.2,8.4,-1.7
212356,UNA REVELE ROSE OPC 1 NAVIDAD 2025  CHI,3.2,1.9,1.05
170509,KAIAK AVENT FEM EDT 25ML LTM,3.1,5.0,-1.69
212360,HOMEM CPH NAVIDAD NAVIDAD 2025 CHI,1.4,1.2,0.43
212420,CHRONOS RUTINA ANTI +45 NAVIDAD 2025,4.7,3.7,0.58
212409,ESSENCIAL UNICO FEM NAVIDAD 2025 CH,2.2,1.4,0.93
151028,NATURA 505 IRIS EAU PARFUM 50ML,1.6,11.1,-16.35
212422,CHRONOS RUTINA ANTI +70 NAVIDAD 2025,4.9,3.8,0.65
212402,CHRONOS LIMPIEZA NAVIDAD 2025 CH,2.5,2.8,-0.28
212405,LUMINA CJ MONTADO NAVIDAD 2025 CH,1.6,1.4,0.36
109482,KAIAK  KAIAK CLASS POS BARBA SPRAY 150ML,10.7,14.0,-0.84
181897,KAIAK CLASS MASC EDT 25ML LTM,3.2,4.6,-1.23
170505,KAIAK URBE EDT 25ML LTM,2.7,4.4,-1.67
169244,CHRONOS D RF SERUM OLEOSIDADE PS 30ML,1.0,1.0,0.05
212421,CHRONOS RUTINA ANTI +60 NAVIDAD 2025,5.7,4.9,0.39
212423,CHRONOS RUTINA ANTI +80 NAVIDAD 2025,3.4,2.8,0.52
97430,EKOS OLEO DES TRIF ANDIROBA NV 200ML LTM,13.3,12.3,0.2
212355,LUNA RADIANTE NAVIDAD 2025 CHI,2.9,2.3,0.61
110682,UNA RF PO COMP NUDE ME 31N 10G,1.0,1.1,-0.22
92584,UNA BLUSH INT ME RF ROSE MATTE,1.0,2.0,-2.51
92595,UNA BLUSH RF CORAL PE BLISTER,1.0,2.0,-2.45
122344,ILIA COMPLETA EDP 50ML LTM,3.0,5.2,-2.04
212365,ESSENCIAL SENTIR MASC NAVIDAD 2025,2.6,3.2,-0.65
75239,UNA CJ BLUSH REALCE ME REG ROSE MATTE,1.1,3.5,-5.72
151030,NATURA 740 SANDALO EAU PARFUM 50ML,1.2,12.3,-25.53
75242,UNA CJ BLUSH REALCE ME REG CORAL PEROL,1.6,3.1,-2.48
139272,NATURA RF DIF AMB 774  ROSA 200ML,2.3,5.0,-3.09
229904,LUNA ATITUDE NAVIDAD 2025 CH,2.1,2.8,-0.91
16528,BIOME SHAMPOO CONDICIONA BARRA 90G,1.0,2.3,-3.35
212357,HUMOR MEU PRIM BRINDE NAVIDAD 2025 CHI,1.9,1.0,1.27
212364,HUMOR PAZ E HUMOR NAVIDAD 2025,1.9,1.9,0.08
215931,KAIAK OCEANO FEM NAVIDAD 2025 CH,2.6,1.8,0.86
215942,ILIA COMPLETA NAVIDAD 2025 CH,2.1,1.9,0.36
212359,CJ MONTADO HUMOR FACES NAVIDAD 2025 CHI,1.4,1.4,-0.04
183003,FRAGRANCIA 861 GUAIACO REFIL,1.7,6.5,-7.7
172406,HUMOR PAZ SHAMPOO CAB E CORP 100G,1.4,4.2,-5.59
170728,KAIAK DES HID URBE ACQUA 100G,3.3,3.5,-0.18
140015,HUMOR DES SPRAY PROPRIO BODY SPL 200ML,86.4,53.8,1.02
212388,ILIA SECRETO NAVIDAD 2025 CH,3.0,3.5,-0.41
139034,NATURA COLECAO EDP 4X10ML,4.8,17.3,-7.11
229907,LUMINA RECONSTRUCCION NAVIDAD 2025 CH,2.3,2.6,-0.4
215912,CHRONOS ACQUA NAVIDAD 2025 CH,4.7,4.1,0.37
212440,HOMEM CORAGIO CANETINHA NAVIDAD 2025,3.8,3.8,-0.03
212434,NATURÉ CORRE NAVIDAD OPC 2 NAVIDAD 2025,1.7,1.3,0.75
154865,TODODIA RF SH REPARACAO 300ML,6.7,12.0,-2.15
168352,UNA ARTIS SOMB STICK DOURAD CINTIL,1.3,1.7,-0.98
151025,NATURA 875 VETIVER EAU PARFUM 50ML,1.2,12.3,-25.53
154868,TODODIA RF SH HIDRATACAO 300ML,6.9,15.1,-3.24
154860,TODODIA RF COND HIDRATACAO 280ML,6.0,13.0,-3.2
154861,TODODIA RF COND REPARACAO 280ML,6.5,11.4,-2.06
154862,TODODIA RF COND MASCARA HIDRATACAO 250ML,5.8,9.3,-1.67
168350,UNA ARTISAN SOMB STICK PEROLA CINT,1.9,2.6,-1.02
154867,TODODIA RF SH NUTRICAO 300ML,4.5,7.4,-1.73
168349,UNA ARTISAN SOMB STICK ROXO CINTIL,1.1,1.7,-1.56
99183,TODODIA HID DES CEREJA AVELA 400ML LTM,16.4,24.4,-1.32
135050,TODODIA DES COLO ROMA E FLOR AMORA 200ML,127.2,174.3,-1.01
104879,UNA REF BASE HD 20N,1.0,2.0,-2.61
168346,UNA BATOM HID EXTREMO CONFORTO ROSA 2C,1.1,2.0,-2.08
104883,UNA REF BASE HD 29N,1.2,2.0,-2.06
162216,EKOS EDT FRESCOR MARACUJA 75ML LTM,2.1,2.7,-0.8
167291,LUMINA COND ALISADOS 300ML PS,2.4,3.8,-1.61
181339,TODODIA RF DES HID CORP NOIT VERAO 400ML,2.6,3.7,-1.11
102406,NATURE SH 2 EM 1 TERMO 250ML,4.7,7.2,-1.46
160210,HOMEM SH ANTICASPA 300ML,3.7,6.5,-2.09
194526,EKOS DES HID CORP PITANGA 400ML LTM,3.6,3.5,0.08
167289,LUMINA COND MASC ALISADOS 250ML PS,3.3,6.1,-2.21
170511,KAIAK OCEANO FEM EDT 25ML LTM,1.9,3.0,-1.48
168347,UNA BATOM HID EXTREMO CONFORTO LARANJ 2C,1.0,1.0,-0.0
170504,UNA BLUSH LIP TERRACOTA 6G,1.7,2.2,-0.9
170503,UNA BLUSH LIP CORAL 6G,1.6,2.6,-1.59
97269,EKOS POLPA HID MAOS ACAI 75G LTM,32.1,34.3,-0.19
164512,LUMINA RF COND FORCA 300ML COL,2.2,6.1,-4.68
176914,NATURA SOLAR CORPORAL FPS50 200ML,5.8,7.0,-0.57
168348,UNA BATOM HID EXTREMO CONFORTO ROXO 8C,1.1,1.3,-0.67
123159,LUNA ILUMINA EDP LTM 50 ML,5.4,7.2,-0.9
156243,TODODIA DES HID F PERA MELISSA 400ML LTM,19.5,48.5,-4.03
162090,EKOS ESFOL TERMICO ANDIROBA NV 100G,5.2,6.6,-0.72
110681,UNA RF PO COMP NUDE ME 27N 10G,1.0,1.2,-0.37
176907,NATURA SOLAR CRIANCA FPS 50 200ML,1.1,2.3,-3.07
100383,TODODIA RF HID DES AMEIXA BAUNILHA 400ML,28.9,28.6,0.03
100090,TODODIA HID DES AMEIXA BAUN 400ML LTM,28.5,28.3,0.03
167236,CHRONOS D LIP BALM 15 ML,2.8,6.6,-3.71
95843,TODODIA SAB LIQUIDO CEREJA 300ML,10.0,18.9,-2.41
151018,HOMEM SH 2 EM 1 300ML,9.3,12.0,-0.78
18978,TODODIA RF SAB LIQ CEREJA 300ML,11.9,20.2,-1.91
184074,EKOS CJ BREU BRANCOMADRES 2025,3.3,5.5,-1.84
88075,TODODIA SPRAY PERF AMORA VERM JABU 200ML,15.0,21.1,-1.1
215930,TODODIA FR ROJAS PERFU NAVIDAD 2025 CH,5.3,4.3,0.53
229908,EKOS PITANGA NAVIDAD 2025 CH,3.5,2.4,0.83
175105,FACES GLOSS MYSTIC GALAXY,2.2,2.1,0.15
130049,MMBB SABONETE LIQUIDO CLASSICO 100ML,4.4,8.1,-2.29
130041,MMBB SABONETE LIQUIDO RELAXANTE 100ML,3.4,7.7,-3.47
134719,TODODIA UVA ROSA R 24 DES HIDR COP 100ML,18.2,18.3,-0.02
129614,KAIAK  O2  FEM EDT 100 ML LTM,2.0,3.2,-1.7
48387,SEVE OLEO HID DES AMEN E CEREJA 200ML,10.2,10.2,-0.02
121698,TODODIA SAB BARRA AMORA E JAB 2X90G,1.7,3.4,-2.88
130042,TODODIA FRAM P V OLEO BIF DES CORP 120ML,3.4,4.3,-0.71
113151,ILIA PLENA 50ML EDT COL,2.1,2.0,0.08
140915,EKOS MANTEI LABIAL CASTANHA 10ML LTM,4.8,9.0,-2.37
175111,FACES GLOSS SPARKLE GLASS,2.2,3.3,-1.38
175103,FACES GLOSS BROWN STAR,2.2,2.0,0.2
128750,NAT HOMEM ELO 2EM1 BARBA 75 ML,3.5,6.0,-1.87
127776,UNA BASE POWDER 32Q,1.1,1.7,-1.54
174189,EKOS HID MAOS CAST 40G,7.5,7.0,0.2
174202,EKOS HID MAOS MARAC 40G ARG,5.9,7.4,-0.66
24304,UNA LAP OLHOS LONGA DURACAO PRETO,1.7,3.2,-2.27
111569,SEVE AMEND CANELA DEO OLEO HID 100ML,3.7,4.8,-0.75
110254,EKOS FRESCOR EDT CASTANHA 75ML LTM,1.3,1.5,-0.28
174343,EKOS PERF MAD FLOR EDT 150ML LTM,2.3,2.9,-0.73
121965,TODODIA SAB BARRA MASSAG CAM LAVAN 2X80G,9.1,17.8,-2.59
174612,TODODIA DES HID CORP MTG CJAV 200ML,4.6,9.0,-2.62
121962,TODODIA HID DES CORP NOTUR 400ML ARG,4.6,7.1,-1.48
174922,TODODIA HID LABIAL COR CEREJA 2 7G,19.0,43.4,-3.5
97261,EKOS SAB LIQ ESF CORP ACAI 185ML ES,8.9,17.1,-2.51
121961,TODODIA RF HID DES CORP CAMOM LAVA 400ML,5.2,6.4,-0.64
108221,ESSENCIAL INTENSO MASC EDP 100ML LTM,4.7,8.8,-2.35
175112,FACES GLOSS PINK UNIVERSE,1.5,2.1,-1.26
174598,KRISKA EDT EDT FLORES 100ML LTM,1.6,2.2,-0.98
165814,UNA PO SOLTO FACIAL LUMINOSO,2.0,2.7,-0.99
140005,KAIAK DES HID REFRESCANTE 100ML RAM,4.1,8.8,-3.18
140004,HUMOR SAB BAR PROPRIO 90G,3.2,9.9,-5.61
165384,UNA PO SOLTO FACIAL MATTE,2.7,3.2,-0.55
174621,EKOS DES HID BREU BRANCO CORP 250ML,16.2,26.5,-1.72
108218,ESSENCIAL MIRRA MASCULINO EDP 100ML LTM,2.0,3.0,-1.44
127777,UNA BASE POWDER 35Q,1.2,2.5,-3.13
108142,UNA BASE MATTE 31N BF 30ML,1.0,1.1,-0.22
174595,TODODIA RF DES HID CORP CEREJ NEGR 400ML,25.4,49.2,-2.54
174924,TODODIA DES HID CORP CERE NGR 400ML LTM,27.9,54.2,-2.56
102409,NATURE COL ESCONDE ESCONDIDAS 100ML,2.6,3.5,-0.91
164518,LUMINA COND PR TERM FORCA 150ML PS,25.3,32.7,-0.8
164508,LUMINA SERUM FORCA 100ML TERC PS,9.5,13.6,-1.16
160264,HOMEM SHOWER GEL 200G,14.0,22.4,-1.62
183307,FACES HID SHEET MASK REFRES IMP 20ML,9.3,13.9,-1.35
118905,FACES BATOM MATTE LARANJA LIBERTA,1.0,1.1,-0.16
174175,FACES SOMBRA PALETA 6 CORES,2.1,2.0,0.08
183308,FACES HID SHEET MASK PRE MAKE IMP 20ML,14.7,23.0,-1.53
167182,FACES GLOSS MULTICOLOR,2.6,3.5,-0.94
176410,EKOS SAB BAR MAR NAT SONHOS 4X100G,5.1,9.3,-2.25
140679,EKOS ESFOL MARAC EM CALDA 200G TERC LTM,8.7,14.2,-1.74
181898,KAIAK EDT CLASS FEM EDT LTM,4.2,6.0,-1.17
16267,BIOME SABONETE BARRA 90G,2.0,2.7,-1.08
212400,EKOS JABONES RYOS NAVIDAD 2025 CH,1.7,1.4,0.46
167192,FACES GEL SOBRANCELHA INCOLOR 3 5G,2.5,3.4,-1.02
215921,ESSENCIAL EXCLUSIVO FEM NAVIDAD 2025 CH,4.8,5.8,-0.59
127772,UNA BASE POWDER 31N,1.0,1.4,-1.12
212394,TODODIA  JABONES NAVIDAD 2025 CH,2.3,2.5,-0.21
169828,KRISKA  JEANS EDT 100ML LTM,4.0,7.0,-2.02
139996,KAIAK SAB LIQ CLASS ESFOLIANTE FEM 100G,1.6,2.6,-1.74
125524,KAIAK SAB LIQ AVENTURA 200ML,4.8,5.4,-0.39
108630,EKOS DES HID POLPA TUKUMA 200ML LTM,16.7,21.1,-0.71
160224,NH SHAMPOO CP 2 EM 1 125ML,13.7,27.5,-2.74
140087,KAIAK AVENT DES HIDRA CORP FEM 390ML,45.1,62.7,-1.06
110684,UNA RF PO COMPACTO NUDE ME 40N TERC AJS,1.2,1.0,0.37
148474,UNA BATOM ULTRA CARE 24H MARROM 10C 7ML,1.1,1.4,-0.69
135023,UNA BASE FACIAL TINT 40Q,1.2,1.5,-0.74
147196,EKOS HID MAOS PITANGA 40G,13.6,23.4,-1.96
159906,CHRONOS HID MONT ACQUA BIOHID 25ML,24.2,42.8,-2.09
110259,EKOS FRESCOR EDT ISHPINK 75ML LTM,6.1,8.2,-0.93
23083,TODODIA FRU VERM HID DES CORPO 200ML,11.8,16.9,-1.17
174494,TODODIA SAB BAR CEREJA NEGRA 5X90G,15.5,23.5,-1.4
174618,TODODIA DES BD SPLASH CEREJA NEGRA 200ML,79.4,81.9,-0.08
166855,KAIAK  PULSO EDT MASC 100ML LTM,7.4,10.2,-1.03
192066,MMBB CJ PRESTIGE  NINOS 2025,3.2,3.4,-0.13
192061,NATURE CJ  SH COND LISO Y OND NINOS 2025,3.8,4.4,-0.46
167296,"UNA BATOM CC VERMELHO 1 3,8G",2.7,4.5,-1.74
160235,HUMOR DES HID PAZ E HUMOR 125ML,1.5,3.5,-3.42
192062,NATURE CJ COL SALTARCUERDA SH NINOS 2025,2.1,2.4,-0.31
192060,NATURE CJ  COL BAILABAILA SH NINOS 2025,2.3,2.5,-0.31
192065,NATURE CJ  COL HID JAB4X90 NINOS 2025,17.3,18.4,-0.17
